candidate_lsoas_screened,eligible_expansion_lsoas,distinct_candidate_markets,priority_markets,top20_local_authorities,median_population_5km,median_nearest_greggs_km,median_selected_competitors_3km,benchmark_aligned_priority_markets,exploratory_priority_markets,qa_checks_passed,qa_checks_total
33755,1686,266,20,19,103739,5.36,6.0,13,7,16,16
