location_type,map_label,lat,lon,country,candidate_rank,opportunity_tier
Existing Greggs,Greggs,53.6221368,-1.545211,England,,
Existing Greggs,Greggs,54.535678,-1.5523546,England,,
Existing Greggs,Greggs,51.6475857,-4.0369766,Wales,,
Existing Greggs,Greggs,53.2525013,-1.4231351,England,,
Existing Greggs,Greggs,54.9686185,-1.6167161,England,,
Existing Greggs,Greggs,52.4564409,-2.1454037,England,,
Existing Greggs,Greggs,53.6855564,-1.4894877,England,,
Existing Greggs,Greggs,51.5225026,-0.1629758,England,,
Existing Greggs,Greggs,54.9612516,-1.8491459,England,,
Existing Greggs,Greggs,54.9713991,-1.6153285,England,,
Existing Greggs,Greggs,55.7938758,-4.868609,Scotland,,
Existing Greggs,Greggs,54.9739227,-1.6193953,England,,
Existing Greggs,Greggs,53.7987802,-3.0255546,England,,
Existing Greggs,Greggs,53.8037617,-3.0272361,England,,
Existing Greggs,Greggs,54.9725835,-1.6159092,England,,
Existing Greggs,Greggs,55.9554305,-2.7773148,Scotland,,
Existing Greggs,Greggs,51.5138296,-0.0754691,England,,
Existing Greggs,Greggs,52.0505864,1.1447485,England,,
Existing Greggs,Greggs,55.7899979,-4.2769792,Scotland,,
Existing Greggs,Greggs,55.872384,-4.2815862,Scotland,,
Existing Greggs,Greggs,50.8012869,-1.088204,England,,
Existing Greggs,Greggs,52.479858,-2.1098129,England,,
Existing Greggs,Greggs,52.481345,-2.1109159,England,,
Existing Greggs,Greggs,52.4817632,-2.1115707,England,,
Existing Greggs,Greggs,51.4549583,-0.1940896,England,,
Existing Greggs,Greggs,54.9700219,-1.6552188,England,,
Existing Greggs,Greggs,53.6857421,-1.4983231,England,,
Existing Greggs,Greggs Outlet,54.9732617,-1.6393087,England,,
Existing Greggs,Greggs,51.3826616,0.5250238,England,,
Existing Greggs,Greggs,51.383922,0.5252059,England,,
Existing Greggs,Greggs,53.7577632,-2.7040202,England,,
Existing Greggs,Greggs,54.9760039,-1.6549445,England,,
Existing Greggs,Greggs,52.3994641,-0.7285186,England,,
Existing Greggs,Greggs,53.5687731,-3.0485599,England,,
Existing Greggs,Greggs Outlet,54.9740908,-1.562117,England,,
Existing Greggs,Greggs,54.9738632,-1.5449354,England,,
Existing Greggs,Greggs,56.4743011,-2.9802592,Scotland,,
Existing Greggs,Greggs,51.6082847,0.1069349,England,,
Existing Greggs,Greggs Outlet,54.9965707,-1.5022301,England,,
Existing Greggs,Greggs,55.005445,-1.5184875,England,,
Existing Greggs,Greggs,53.4817799,-2.8870034,England,,
Existing Greggs,Greggs,51.405518,-1.3145468,England,,
Existing Greggs,Greggs,53.5506801,-2.8087169,England,,
Existing Greggs,Greggs,52.9281286,-1.5187871,England,,
Existing Greggs,Greggs,55.9686747,-3.1413749,Scotland,,
Existing Greggs,Greggs,56.0584958,-2.7191109,Scotland,,
Existing Greggs,Greggs,53.4046424,-2.9801896,England,,
Existing Greggs,Greggs,52.1927251,-0.2982047,England,,
Existing Greggs,Greggs,51.6293754,-0.7552161,England,,
Existing Greggs,Greggs,51.421255,-0.2065358,England,,
Existing Greggs,Greggs,51.5825145,0.706983,England,,
Existing Greggs,Greggs,55.042323,-1.4457131,England,,
Existing Greggs,Greggs,51.3638383,0.6072162,England,,
Existing Greggs,Greggs,51.5322489,-0.1270077,England,,
Existing Greggs,Greggs,50.802965,-0.6991127,England,,
Existing Greggs,Greggs,52.759622,-1.9356883,England,,
Existing Greggs,Greggs,51.2815529,-0.0773374,England,,
Existing Greggs,Greggs,50.8312221,-0.1361989,England,,
Existing Greggs,Greggs,55.8683249,-3.9851061,Scotland,,
Existing Greggs,Greggs,50.9031493,-3.4861723,England,,
Existing Greggs,Greggs,53.8009072,-1.5435365,England,,
Existing Greggs,Greggs,53.4065176,-2.9907748,England,,
Existing Greggs,Greggs,52.257289,-1.1614743,England,,
Existing Greggs,Greggs,51.4555719,-0.9698347,England,,
Existing Greggs,Greggs,51.9016256,-2.0754341,England,,
Existing Greggs,Greggs,51.7983183,-3.175124,Wales,,
Existing Greggs,Greggs,51.1346806,0.2638831,England,,
Existing Greggs,Greggs,53.5678787,-2.4169852,England,,
Existing Greggs,Greggs,53.5810293,-2.4300891,England,,
Existing Greggs,Greggs,53.6459246,-1.7798389,England,,
Existing Greggs,Greggs,51.2418804,-0.6036621,England,,
Existing Greggs,Greggs,50.7838762,-0.6731722,England,,
Existing Greggs,Greggs,56.4614002,-2.9692229,Scotland,,
Existing Greggs,Greggs,54.8081457,-1.5808698,England,,
Existing Greggs,Greggs,51.4882661,-0.0577714,England,,
Existing Greggs,Greggs,51.6303659,-0.7526387,England,,
Existing Greggs,Greggs Outlet,52.40299,-2.0162071,England,,
Existing Greggs,Greggs,55.8937376,-3.0699921,Scotland,,
Existing Greggs,Greggs,50.8095556,-0.5419975,England,,
Existing Greggs,Greggs,50.8106804,-0.5072086,England,,
Existing Greggs,Greggs,52.485584,-1.8910365,England,,
Existing Greggs,Greggs,51.512807,-3.2194945,Wales,,
Existing Greggs,Greggs,53.6457782,-1.7864262,England,,
Existing Greggs,Greggs,50.9192606,-1.4883587,England,,
Existing Greggs,Greggs,51.4811305,-0.0950058,England,,
Existing Greggs,Greggs,51.5147266,-1.7234387,England,,
Existing Greggs,Greggs,52.4643917,-1.7770842,England,,
Existing Greggs,Greggs,53.7839826,-1.0707918,England,,
Existing Greggs,Greggs,51.4878705,-0.0953738,England,,
Existing Greggs,Greggs,53.5226119,-1.1370301,England,,
Existing Greggs,Greggs,52.6766837,-2.4813376,England,,
Existing Greggs,Greggs,53.5244466,-1.134123,England,,
Existing Greggs,Greggs,54.9596315,-1.4911167,England,,
Existing Greggs,Greggs,53.3874376,-2.3501115,England,,
Existing Greggs,Greggs,51.5213007,-0.1100767,England,,
Existing Greggs,Greggs,55.0203399,-1.5822244,England,,
Existing Greggs,Greggs,51.4352717,-0.1042065,England,,
Existing Greggs,Greggs,51.799825,0.6399366,England,,
Existing Greggs,Greggs,52.2387802,-0.8924219,England,,
Existing Greggs,Greggs,53.4162246,-2.2315684,England,,
Existing Greggs,Greggs,53.8009637,-1.5512891,England,,
Existing Greggs,Greggs,53.7589518,-2.7013968,England,,
Existing Greggs,Greggs,53.7584112,-2.7017341,England,,
Existing Greggs,Greggs,52.2642198,-0.9000269,England,,
Existing Greggs,Greggs,53.7995009,-1.42678,England,,
Existing Greggs,Greggs,53.6003988,-2.5730546,England,,
Existing Greggs,Greggs,52.2349291,-0.9163526,England,,
Existing Greggs,Greggs,53.4523439,-2.9927301,England,,
Existing Greggs,Greggs,53.4141869,-2.5273372,England,,
Existing Greggs,Greggs,56.1344641,-3.2015879,Scotland,,
Existing Greggs,Greggs,53.7453769,-1.6022118,England,,
Existing Greggs,Greggs,56.11166,-3.9180522,Scotland,,
Existing Greggs,Greggs,51.2319039,-2.3211843,England,,
Existing Greggs,Greggs,53.4565806,-2.4011698,England,,
Existing Greggs,Greggs,53.822518,-1.4605702,England,,
Existing Greggs,Greggs,56.1170657,-3.9365975,Scotland,,
Existing Greggs,Greggs,53.8471531,-1.8366363,England,,
Existing Greggs,Greggs,53.7444111,-0.3473301,England,,
Existing Greggs,Greggs,54.9751379,-1.6154089,England,,
Existing Greggs,Greggs,52.7469163,-1.4724557,England,,
Existing Greggs,Greggs,53.5658722,-0.0867625,England,,
Existing Greggs,Greggs,52.7873203,-0.1523015,England,,
Existing Greggs,Greggs,53.5912519,-0.649682,England,,
Existing Greggs,Greggs,54.3389009,-1.4341943,England,,
Existing Greggs,Greggs,52.6168535,-2.0042673,England,,
Existing Greggs,Greggs,51.7733989,-2.8137258,Wales,,
Existing Greggs,Greggs,52.5849564,-2.1285235,England,,
Existing Greggs,Greggs,52.5834478,-2.1275936,England,,
Existing Greggs,Greggs,52.3301749,-0.1828094,England,,
Existing Greggs,Greggs,54.5833294,-1.3506971,England,,
Existing Greggs,Greggs,52.2547245,0.0187043,England,,
Existing Greggs,Greggs,53.4982693,-2.5282906,England,,
Existing Greggs,Greggs,50.8454849,0.4095693,England,,
Existing Greggs,Greggs,53.3491162,-2.8622229,England,,
Existing Greggs,Greggs,51.5764686,0.1798525,England,,
Existing Greggs,Greggs,51.5768991,0.1830813,England,,
Existing Greggs,Greggs,55.8535595,-4.2778002,Scotland,,
Existing Greggs,Greggs,50.8153387,-1.0794707,England,,
Existing Greggs,Greggs,53.7233864,-1.8582371,England,,
Existing Greggs,Greggs,50.8496248,-1.0939821,England,,
Existing Greggs,Greggs,53.8091677,-1.5090618,England,,
Existing Greggs,Greggs,50.801859,-1.0881198,England,,
Existing Greggs,Greggs,53.8069629,-1.662197,England,,
Existing Greggs,Greggs,53.1960937,-2.9149228,England,,
Existing Greggs,Greggs,53.4576295,-2.1182405,England,,
Existing Greggs,Greggs,53.7941143,-1.3885528,England,,
Existing Greggs,Greggs,53.8403856,-1.4703744,England,,
Existing Greggs,Greggs,53.9504061,-1.0297491,England,,
Existing Greggs,Greggs,53.7236514,-1.3145359,England,,
Existing Greggs,Greggs,52.4756048,-2.0396606,England,,
Existing Greggs,Greggs,50.844749,-1.1829021,England,,
Existing Greggs,Greggs,55.9528491,-3.1904903,Scotland,,
Existing Greggs,Greggs,52.4945102,-1.7778137,England,,
Existing Greggs,Greggs,52.6323878,-1.1276732,England,,
Existing Greggs,Greggs,54.8639345,-1.4346954,England,,
Existing Greggs,Greggs,53.78909,-1.5850595,England,,
Existing Greggs,Greggs,55.9712496,-3.1714748,Scotland,,
Existing Greggs,Greggs,53.7999348,-1.5451804,England,,
Existing Greggs,Greggs,53.8291708,-1.5379009,England,,
Existing Greggs,Greggs,55.0116442,-1.5912549,England,,
Existing Greggs,Greggs,54.0581135,-2.801276,England,,
Existing Greggs,Greggs,53.4873932,-2.2424441,England,,
Existing Greggs,Greggs,50.8464904,-1.0958031,England,,
Existing Greggs,Greggs,52.2573369,-0.835915,England,,
Existing Greggs,Greggs,53.4560555,-2.1150603,England,,
Existing Greggs,Greggs,53.7922487,-2.7065501,England,,
Existing Greggs,Greggs,51.8167777,-0.8123525,England,,
Existing Greggs,Greggs,51.5359568,0.0349586,England,,
Existing Greggs,Greggs,53.402042,-2.1655363,England,,
Existing Greggs,Greggs,51.3586228,-0.1498137,England,,
Existing Greggs,Greggs,52.0031972,-0.7251,England,,
Existing Greggs,Greggs,56.0168865,-3.7926073,Scotland,,
Existing Greggs,Greggs,51.1806259,0.388497,England,,
Existing Greggs,Greggs,51.2058379,-3.4771268,England,,
Existing Greggs,Greggs,50.8099778,-0.3750411,England,,
Existing Greggs,Greggs,51.6146942,-0.2468015,England,,
Existing Greggs,Greggs,52.0571124,-2.7138821,England,,
Existing Greggs,Greggs,51.5176084,-0.0817428,England,,
Existing Greggs,Greggs,51.3806355,-0.0723023,England,,
Existing Greggs,Greggs,57.1538212,-2.2791802,Scotland,,
Existing Greggs,Greggs,55.1315772,-6.6694631,Northern Ireland,,
Existing Greggs,Greggs,51.8873026,-0.5206742,England,,
Existing Greggs,Greggs,53.2599713,-3.4522552,Wales,,
Existing Greggs,Greggs,51.4549582,-0.9755625,England,,
Existing Greggs,Greggs,51.5828961,-3.0023332,Wales,,
Existing Greggs,Greggs,55.7803827,-4.0983678,Scotland,,
Existing Greggs,Greggs,51.7523231,-0.4725623,England,,
Existing Greggs,Greggs,53.2032388,-4.1055554,Wales,,
Existing Greggs,Greggs,52.9461019,-1.1313711,England,,
Existing Greggs,Greggs,51.3515399,-1.1394972,England,,
Existing Greggs,Greggs,51.4169078,-0.7698979,England,,
Existing Greggs,Greggs,56.0715386,-3.4605131,Scotland,,
Existing Greggs,Greggs,53.9934948,-1.5414481,England,,
Existing Greggs,Greggs,53.1637036,-2.2140946,England,,
Existing Greggs,Greggs,53.4894237,-2.2869643,England,,
Existing Greggs,Greggs,56.7033995,-3.7345529,Scotland,,
Existing Greggs,Greggs,51.3415114,-0.0146599,England,,
Existing Greggs,Greggs,53.6218193,-1.5503101,England,,
Existing Greggs,Greggs,54.8572475,-1.5741683,England,,
Existing Greggs,Greggs,51.4086333,-3.4829467,Wales,,
Existing Greggs,Greggs,57.1455494,-2.1017324,Scotland,,
Existing Greggs,Greggs,53.7054433,-2.3257934,England,,
Existing Greggs,Greggs,53.759953,-1.5735165,England,,
Existing Greggs,Greggs,52.4441465,-1.9388133,England,,
Existing Greggs,Greggs,52.8068363,-2.1174678,England,,
Existing Greggs,Greggs,51.4585939,-2.1153479,England,,
Existing Greggs,Greggs,54.6434295,-3.5456729,England,,
Existing Greggs,Greggs,51.6869023,-0.0014288,England,,
Existing Greggs,Greggs,52.4682661,-1.9017237,England,,
Existing Greggs,Greggs,51.4909481,0.0683225,England,,
Existing Greggs,Greggs,51.4915829,0.066307,England,,
Existing Greggs,Greggs,56.4634692,-2.9682736,Scotland,,
Existing Greggs,Greggs,52.3233257,-2.2328904,England,,
Existing Greggs,Greggs,51.0832343,-0.200015,England,,
Existing Greggs,Greggs,53.0201484,-1.3249424,England,,
Existing Greggs,Greggs,52.1838995,-1.4654457,England,,
Existing Greggs,Greggs,51.9944452,-0.7310119,England,,
Existing Greggs,Greggs,53.588198,-1.2151119,England,,
Existing Greggs,Greggs,55.0973319,-1.6090589,England,,
Existing Greggs,Greggs,52.5738055,-0.241848,England,,
Existing Greggs,Greggs,50.7948911,-1.1191616,England,,
Existing Greggs,Greggs,55.0661235,-1.634051,England,,
Existing Greggs,Greggs,53.6868302,-2.6679746,England,,
Existing Greggs,Greggs,51.1179549,-0.1615609,England,,
Existing Greggs,Greggs,56.0726713,-3.4589676,Scotland,,
Existing Greggs,Greggs,52.0443054,-0.7526895,England,,
Existing Greggs,Greggs,52.0440085,-0.7552967,England,,
Existing Greggs,Greggs,54.6987228,-1.2206555,England,,
Existing Greggs,Greggs,51.4635317,-3.1653312,Wales,,
Existing Greggs,Greggs,52.2925484,-1.5356565,England,,
Existing Greggs,Greggs,51.4857455,0.2833268,England,,
Existing Greggs,Greggs,51.5037056,-0.0190889,England,,
Existing Greggs,Greggs,51.4160345,-0.7496753,England,,
Existing Greggs,Greggs,55.9035154,-3.1383643,Scotland,,
Existing Greggs,Greggs,50.7266982,-1.8385642,England,,
Existing Greggs,Greggs,52.6364976,-2.1256772,England,,
Existing Greggs,Greggs,52.9383465,-1.4694382,England,,
Existing Greggs,Greggs,52.2443902,0.4064252,England,,
Existing Greggs,Greggs,53.523044,-1.1393829,England,,
Existing Greggs,Greggs,53.4816588,-2.2487235,England,,
Existing Greggs,Greggs,55.8189877,-4.1685542,Scotland,,
Existing Greggs,Greggs,55.8282408,-4.2122229,Scotland,,
Existing Greggs,Greggs,55.8281769,-4.2166037,Scotland,,
Existing Greggs,Greggs,56.0417643,-3.3595471,Scotland,,
Existing Greggs,Greggs,52.4335588,-2.0052457,England,,
Existing Greggs,Greggs,53.4116503,-2.8391397,England,,
Existing Greggs,Greggs,52.4884708,-1.794,England,,
Existing Greggs,Greggs,52.91041,-0.6418302,England,,
Existing Greggs,Greggs,54.6940547,-6.0174479,Northern Ireland,,
Existing Greggs,Greggs,52.7631431,-2.3614158,England,,
Existing Greggs,Greggs,55.9341474,-3.4701725,Scotland,,
Existing Greggs,Greggs Outlet,52.4935662,-1.8328987,England,,
Existing Greggs,Greggs,51.4095952,-0.2304326,England,,
Existing Greggs,Greggs,55.0086675,-1.446717,England,,
Existing Greggs,Greggs,52.4748086,-1.9691018,England,,
Existing Greggs,Greggs,51.521386,-0.6253686,England,,
Existing Greggs,Greggs,52.8772401,-1.4940157,England,,
Existing Greggs,Greggs,50.4195661,-4.2372251,England,,
Existing Greggs,Greggs,54.9579387,-1.66597,England,,
Existing Greggs,Greggs,51.5098647,-0.3251655,England,,
Existing Greggs,Greggs,54.956681,-1.6707787,England,,
Existing Greggs,Greggs,53.4687975,-2.2824876,England,,
Existing Greggs,Greggs,52.5011706,-1.7714219,England,,
Existing Greggs,Greggs,51.4426345,-0.9551424,England,,
Existing Greggs,Greggs,51.4162996,-0.2511875,England,,
Existing Greggs,Greggs,53.6181381,-2.1580346,England,,
Existing Greggs,Greggs,51.4767545,-3.1791231,Wales,,
Existing Greggs,Greggs,52.4800975,-1.7391911,England,,
Existing Greggs,Greggs,52.4795829,-1.7412859,England,,
Existing Greggs,Greggs,51.3338141,-0.2660993,England,,
Existing Greggs,Greggs,53.5238472,-2.4934483,England,,
Existing Greggs,Greggs,52.6295364,1.2958599,England,,
Existing Greggs,Greggs,54.6503819,-2.7704186,England,,
Existing Greggs,Greggs,53.7958964,-2.8903391,England,,
Existing Greggs,Greggs,54.7784205,-1.5420851,England,,
Existing Greggs,Greggs,52.3377913,0.5356911,England,,
Existing Greggs,Greggs,50.8231825,-0.1408405,England,,
Existing Greggs,Greggs,52.4146953,-4.084742,Wales,,
Existing Greggs,Greggs,52.4739483,0.9538127,England,,
Existing Greggs,Greggs,55.6152358,-2.8060905,Scotland,,
Existing Greggs,Greggs,50.8239977,-0.1478599,England,,
Existing Greggs,Greggs,53.8399374,-0.4207205,England,,
Existing Greggs,Greggs,53.6976799,-1.6985061,England,,
Existing Greggs,Greggs,53.645209,-1.7828238,England,,
Existing Greggs,Greggs,56.1948102,-2.9970222,Scotland,,
Existing Greggs,Greggs,54.9977252,-1.4328394,England,,
Existing Greggs,Greggs,53.7572771,-1.5734804,England,,
Existing Greggs,Greggs,53.6976521,-1.2662132,England,,
Existing Greggs,Greggs,53.3962951,-1.2567065,England,,
Existing Greggs,Greggs,53.5921172,-0.9924645,England,,
Existing Greggs,Greggs,54.0832483,-0.1896438,England,,
Existing Greggs,Greggs,54.8898673,-1.5580228,England,,
Existing Greggs,Greggs,51.6643164,-3.9130757,Wales,,
Existing Greggs,Greggs,51.1313998,-3.0407521,England,,
Existing Greggs,Greggs,51.3442542,-2.9327228,England,,
Existing Greggs,Greggs,51.9618568,1.3511252,England,,
Existing Greggs,Greggs,51.5882059,-2.9967196,Wales,,
Existing Greggs,Greggs,51.5855433,-2.9944199,Wales,,
Existing Greggs,Greggs,55.0086245,-1.5787094,England,,
Existing Greggs,Greggs,54.9930294,-1.6988674,England,,
Existing Greggs,Greggs Outlet,50.9140286,-1.4477368,England,,
Existing Greggs,Greggs,54.9583586,-1.6703801,England,,
Existing Greggs,Greggs,54.9624675,-1.6042179,England,,
Existing Greggs,Greggs,55.0130864,-1.669037,England,,
Existing Greggs,Greggs,52.6123286,-0.1874774,England,,
Existing Greggs,Greggs,53.4052217,-2.9868396,England,,
Existing Greggs,Greggs,51.4923026,-0.1483926,England,,
Existing Greggs,Greggs,52.889912,-0.0824542,England,,
Existing Greggs,Greggs,54.9869202,-1.5774386,England,,
Existing Greggs,Greggs,53.8487301,-1.5922786,England,,
Existing Greggs,Greggs,51.4621263,-0.0104819,England,,
Existing Greggs,Greggs,50.7785526,-3.0303677,England,,
Existing Greggs,Greggs,53.6956155,-2.4675559,England,,
Existing Greggs,Greggs,55.8631242,-4.2527135,Scotland,,
Existing Greggs,Greggs,53.51258,-2.2118515,England,,
Existing Greggs,Greggs,50.4196462,-3.5858263,England,,
Existing Greggs,Greggs,53.3804171,-2.5887302,England,,
Existing Greggs,Greggs,51.3491605,-2.9791043,England,,
Existing Greggs,Greggs,54.8943925,-1.4298183,England,,
Existing Greggs,Greggs,52.4162885,-1.9303021,England,,
Existing Greggs,Greggs,52.5339746,-1.3747532,England,,
Existing Greggs,Greggs,51.5758983,-3.9991233,Wales,,
Existing Greggs,Greggs,51.2731808,0.5252967,England,,
Existing Greggs,Greggs,51.1252758,1.3152475,England,,
Existing Greggs,Greggs,51.5767331,-2.9460902,Wales,,
Existing Greggs,Greggs,54.9297143,-1.380132,England,,
Existing Greggs,Greggs,53.6530166,-2.6303854,England,,
Existing Greggs,Greggs,53.9658939,-2.0424915,England,,
Existing Greggs,Greggs,51.5961374,-2.9826573,Wales,,
Existing Greggs,Greggs,51.6647752,-3.144987,Wales,,
Existing Greggs,Greggs,53.4033872,-1.5013193,England,,
Existing Greggs,Greggs,51.3867728,1.3810504,England,,
Existing Greggs,Greggs,53.1299591,-0.810975,England,,
Existing Greggs,Greggs,51.9018462,-0.2019661,England,,
Existing Greggs,Greggs,51.6520767,-3.0221669,Wales,,
Existing Greggs,Greggs,51.6535834,-3.0221288,Wales,,
Existing Greggs,Greggs,52.4011281,-0.7274012,England,,
Existing Greggs,Greggs,51.4831383,-3.683006,Wales,,
Existing Greggs,Greggs,51.5747537,-2.9641769,Wales,,
Existing Greggs,Greggs,55.0200352,-1.5066289,England,,
Existing Greggs,Greggs,51.902715,-0.394962,England,,
Existing Greggs,Greggs,54.9914292,-1.5360503,England,,
Existing Greggs,Greggs,55.0058056,-1.6026023,England,,
Existing Greggs,Greggs,55.0363833,-1.5660185,England,,
Existing Greggs,Greggs,51.9049979,-0.4537553,England,,
Existing Greggs,Greggs,51.9161011,-0.4696201,England,,
Existing Greggs,Greggs,51.5875135,-0.6278873,England,,
Existing Greggs,Greggs,55.0853122,-1.5897025,England,,
Existing Greggs,Greggs,51.4924706,-0.2306337,England,,
Existing Greggs,Greggs,55.4789703,-4.5949386,Scotland,,
Existing Greggs,Greggs,53.3986141,-0.7726161,England,,
Existing Greggs,Greggs,54.9806728,-1.4895507,England,,
Existing Greggs,Greggs,50.9341814,-2.9375464,England,,
Existing Greggs,Greggs,53.797275,-2.6936245,England,,
Existing Greggs,Greggs,55.9354334,-3.1019757,Scotland,,
Existing Greggs,Greggs,53.6803971,-0.4547112,England,,
Existing Greggs,Greggs,52.4465414,1.7239061,England,,
Existing Greggs,Greggs,52.3525948,-0.1806533,England,,
Existing Greggs,Greggs,51.5309869,-3.2048907,Wales,,
Existing Greggs,Greggs,53.6573999,-1.7692943,England,,
Existing Greggs,Greggs,51.5080991,-0.58956,England,,
Existing Greggs,Greggs,55.8628569,-4.3116532,Scotland,,
Existing Greggs,Greggs,55.8297433,-4.2816736,Scotland,,
Existing Greggs,Greggs,53.7724748,-1.4712775,England,,
Existing Greggs,Greggs,56.7126202,-2.4679354,Scotland,,
Existing Greggs,Greggs,51.5357828,0.0524117,England,,
Existing Greggs,Greggs,52.5680877,-2.1658625,England,,
Existing Greggs,Greggs,55.8482836,-4.2265151,Scotland,,
Existing Greggs,Greggs,51.495449,-3.1654575,Wales,,
Existing Greggs,Greggs,51.4438638,0.216058,England,,
Existing Greggs,Greggs,51.3414714,0.6079069,England,,
Existing Greggs,Greggs,54.9200355,-1.4019603,England,,
Existing Greggs,Greggs,50.7350306,-1.7777864,England,,
Existing Greggs,Greggs,53.734103,-0.3684048,England,,
Existing Greggs,Greggs,54.7929092,-1.5907588,England,,
Existing Greggs,Greggs,55.4231325,-2.786119,Scotland,,
Existing Greggs,Greggs,56.0034517,-3.8138023,Scotland,,
Existing Greggs,Greggs,51.5508037,-0.4487065,England,,
Existing Greggs,Greggs,51.4493016,-1.3109592,England,,
Existing Greggs,Greggs,54.048979,-2.7997145,England,,
Existing Greggs,Greggs,52.440732,-2.835877,England,,
Existing Greggs,Greggs,55.8075678,-4.3163663,Scotland,,
Existing Greggs,Greggs,52.3407423,-0.3371662,England,,
Existing Greggs,Greggs,52.3009838,-0.6270063,England,,
Existing Greggs,Greggs,51.7626514,-3.3806988,Wales,,
Existing Greggs,Greggs,52.5748397,-1.1640371,England,,
Existing Greggs,Greggs,51.8506207,-4.3075662,Wales,,
Existing Greggs,Greggs,51.4525696,-0.9052613,England,,
Existing Greggs,Greggs,51.5117958,-2.1578446,England,,
Existing Greggs,Greggs,55.9443048,-2.9528409,Scotland,,
Existing Greggs,Greggs,53.8010607,-1.7537687,England,,
Existing Greggs,Greggs,52.9601518,-1.1916542,England,,
Existing Greggs,Greggs,53.7135926,-1.631786,England,,
Existing Greggs,Greggs,52.9828856,-2.1569354,England,,
Existing Greggs,Greggs,51.4941393,-3.5589655,Wales,,
Existing Greggs,Greggs,52.496122,-0.6505618,England,,
Existing Greggs,Greggs,55.8259233,-4.2647703,Scotland,,
Existing Greggs,Greggs,52.9020164,-1.1225609,England,,
Existing Greggs,Greggs,52.5716488,-0.2420727,England,,
Existing Greggs,Greggs,51.9584124,-1.202775,England,,
Existing Greggs,Greggs,55.8533991,-4.3187991,Scotland,,
Existing Greggs,Greggs,52.7184743,-2.5303848,England,,
Existing Greggs,Greggs,51.4932125,-3.1697974,Wales,,
Existing Greggs,Greggs,53.5234582,-1.3996799,England,,
Existing Greggs,Greggs,51.2258852,-0.7258594,England,,
Existing Greggs,Greggs,55.9260497,-3.2934755,Scotland,,
Existing Greggs,Greggs,52.3418439,-2.2768856,England,,
Existing Greggs,Greggs,51.4299673,-2.5398067,England,,
Existing Greggs,Greggs,51.2610874,-0.5739257,England,,
Existing Greggs,Greggs,51.6067886,0.2183864,England,,
Existing Greggs,Greggs,51.5122686,-0.4444555,England,,
Existing Greggs,Greggs,52.6764212,-2.4471984,England,,
Existing Greggs,Greggs,52.5978042,1.7111636,England,,
Existing Greggs,Greggs,53.0640256,-2.2529415,England,,
Existing Greggs,Greggs,51.5914176,-3.1751501,Wales,,
Existing Greggs,Greggs,51.4328899,-0.1289808,England,,
Existing Greggs,Greggs,50.8721377,-1.2713197,England,,
Existing Greggs,Greggs,54.0618132,-2.8528804,England,,
Existing Greggs,Greggs,51.4991306,-3.1398628,Wales,,
Existing Greggs,Greggs,52.6126396,-2.0364833,England,,
Existing Greggs,Greggs,52.4144026,-0.7901868,England,,
Existing Greggs,Greggs,51.453803,-3.1980593,Wales,,
Existing Greggs,Greggs,53.4143578,-2.5969653,England,,
Existing Greggs,Greggs,52.4240409,-0.7281232,England,,
Existing Greggs,Greggs,53.7126332,-2.477571,England,,
Existing Greggs,Greggs,52.3129193,-2.7058404,England,,
Existing Greggs,Greggs,51.4463024,-0.019503,England,,
Existing Greggs,Greggs,51.5045654,-0.2197931,England,,
Existing Greggs,Greggs,51.4273238,-0.1667129,England,,
Existing Greggs,Greggs,53.5463893,-2.6313637,England,,
Existing Greggs,Greggs,53.0601886,-2.9573417,Wales,,
Existing Greggs,Greggs,51.6089157,-3.6597132,Wales,,
Existing Greggs,Greggs,52.8216903,-1.3083366,England,,
Existing Greggs,Greggs,52.1268262,0.2224722,England,,
Existing Greggs,Greggs,51.7366388,0.6813364,England,,
Existing Greggs,Greggs,52.0044385,-0.7947707,England,,
Existing Greggs,Greggs,52.411014,-1.2507588,England,,
Existing Greggs,Greggs,53.9037132,-1.1960484,England,,
Existing Greggs,Greggs,51.7859044,0.1182685,England,,
Existing Greggs,Greggs,54.9049904,-5.0230841,Scotland,,
Existing Greggs,Greggs,53.3413923,0.2606007,England,,
Existing Greggs,Greggs,51.1363911,-0.0975827,England,,
Existing Greggs,Greggs,50.7176062,-3.5404215,England,,
Existing Greggs,Greggs,51.7721627,-2.8132326,Wales,,
Existing Greggs,Greggs,51.0050318,-0.9382429,England,,
Existing Greggs,Greggs,51.6982032,-0.1912576,England,,
Existing Greggs,Greggs,51.6096596,-3.0067146,Wales,,
Existing Greggs,Greggs,53.0061938,-1.717693,England,,
Existing Greggs,Greggs,50.9411676,-2.8042294,England,,
Existing Greggs,Greggs,53.4079066,-2.6297502,England,,
Existing Greggs,Greggs,53.1429202,0.3388561,England,,
Existing Greggs,Greggs,51.5685551,-1.7440932,England,,
Existing Greggs,Greggs,51.1207161,-1.2549558,England,,
Existing Greggs,Greggs,51.5055252,-0.7117884,England,,
Existing Greggs,Greggs,51.4846316,-0.5112607,England,,
Existing Greggs,Greggs,55.8067571,-3.9642151,Scotland,,
Existing Greggs,Greggs,53.7655102,-2.6565792,England,,
Existing Greggs,Greggs,51.3204097,-2.2096875,England,,
Existing Greggs,Greggs,55.8190314,-4.0823883,Scotland,,
Existing Greggs,Greggs,50.4823057,-3.5495201,England,,
Existing Greggs,Greggs,52.0688814,-1.3159558,England,,
